text,label
"I need advice with a situation which occurred between me and a physican
which upset me.  I saw this doctor for a problem with recurring pain.
He suggested medication and a course of treatment, and told me that I
need to call him 7 days after I begin the medication so that he may
monitor its effectiveness, as well as my general health.

I did exactly as he asked, and made the call (reaching his secretary).
I explained to her that I was following up at the doctor's request,
and that I was worried because the pain episodes were becoming more
frequent and the medication did not seem effective.

The doctor called me back, and his first words were, ""Whatever you want,
you'd better make it quick.  I'm very busy and don't have time to chit-
chat with you!""  I told him I was simply following his instructions to
call on the 7th day to status him, and that I was feeling worse.  I 
then asked if perhaps there was a better time for us to talk when he
had more time.  He responded, ""Just spit it out now because no time is
a good time.""  (Said in a raised voice.)  I started to feel upset and
tried to explain quickly what was going on with my condition but my
nervousness interfered with my choice of words and I kind of stuttered
and then said ""well, never mind"" and he said he'll talk to various
colleagues about other medications and he'll call me some other time.

This doctor called me that evening and said because I didn't express
myself well, he was confused about what I wanted.  At this point I
was pretty upset and I told him (in an amazingly polite voice considering
how angry I felt) that his earlier manner had hurt my feelings.  He told
me that he just doesn't have time to ""rap with patients"" and thought
that was what I wanted.  I told him that to assume I was calling to
""rap"" was insulting, and said again that I was just following through
on his orders.  He responded that he resented the implication that he 
felt I was making that he was not interested in learning about what his
patients have to say about their condition status.  He then gave me
this apology: ""I am sorry that there was a miscommunication and you
mistakenly thought I was insulting.  I am not trying to insult you
but I am not that knowledgeable about pain, and I don't have a lot of
time to deal with that.""  He then told me to call him the next day
for further instructions on how do deal with my pain and medication.

I am still upset and have not yet called.

My questions: (1) Should I continue to have this doctor manage my care?
(2) Since I am in pain off and on, I realize that this may cause me to
be more anxietous so am I perhaps over-reacting or overly sensitive?
If this doctor refers me to his colleague who knows more about the type
of pain I have, he still wants me to status him on my condition but
now I am afraid to call him.",sci.med
"
There was a Science fiction movie sometime ago (I do not remember its 
name) about a planet in the same orbit of Earth but hidden behind the 
Sun so it could never be visible from Earth. Turns out that that planet 
was the exact mirror image of Earth and all its inhabitants looked like 
the Earthings with the difference that their organs was in the opposite 
side like the heart was in the right side instead in the left and they 
would shake hands with the left hand and so on...

 C.O.EGALON@LARC.NASA.GOV

C.O.Egalon@larc.nasa.gov",sci.space
"

     You're right, I bailed out in Diff Eq.  Nevertheless, I would 
     suggest to YOU that there is a difference between a ""proposed BILL,
     stalled in Congress"" and a ""executive order, crammed down OUR 
     THROATS"".   Do you disagree?



        Went to the Post Office on Friday, got my passport apps in.",talk.politics.misc
,sci.space
"Does anyone know ifthe STS-56 email press kit was ever released?

-Tony Ryan, ""Astronomy & Space"", new International magazine, available from:
              Astronomy Ireland, P.O.Box 2888, Dublin 1, Ireland.
6 issues (one year sub.): UK 10.00 pounds, US$20 surface (add US$8 airmail).
ACCESS/VISA/MASTERCARD accepted (give number, expiration date, name&address).",sci.space
"
Apollo was done the hard way, in a big hurry, from a very limited
technology base... and on government contracts.  Just doing it privately,
rather than as a government project, cuts costs by a factor of several.",sci.space
"Does ANYONE out there in Net-land have any information on the Cobra 2.20 
card?  The sticker on the end of the card reads
        Model: Cobra 1-B-1
        Bios:  Cobra v2.20

I Havn't been able to find anything about it from anyone!  If you have 
any information on how to get a hold of the company which produces the 
card or know where any drivers are for it, PLEASE let me know!

As far as I can tell, it's a CGA card that is taking up 2 of my 16-bit 
ISA slots but when I enable the test patterns, it displays much more than 
the usualy 4 CGA colors... At least 16 from what I can count.. Thanks!

              .------------------------------------------.
              : Internet: jele@eis.calstate.edu          :
              :           bbs.mirage@gilligan.tsoft.net  :
              :           bbs.mirage@tsoft.sf-bay.org    :
              :           mirage@thetech.com             :
              : UUCP    : apple.com!tsoft!bbs.mirage     :
              `------------------------------------------'",comp.graphics
"
There is no need to include the VAT from previous levels because
the VAT is a ""difference"" tax...if the VAT is X%, than the amount
of tax the government receives through all the levels is X% of
the purchase price of the end consumer.  At the intervening levels,
only the difference between the VAT paid out and the VAT received
is remitted to the government.


A VAT is infinitely preferable to a retail sails tax...",talk.politics.misc
"
For those of you who don't need 24 bit, I got a 32 colour Amiga IFF
of a cloudless Earth (scanned). Looks okay when mapped on a sphere.
E-mail me and I'll send it you...

Louis
",comp.graphics
"Yes, there are serveral programs which can convert font files (eq the Borland
fonts) to objects consisting of spheres, cones etc. 
I've used a program (forgot its name/place, but i can look for it) which
converted these Borland fonts to three different raytracers. Vivid, POV and
Polyray (which i like more (more flexibel/faster/use of expressions etc).
The program has a lot nice features.
So if interested give me a mail.",comp.graphics
"# #Unfortunately, homosexuals don't believe in this concept of freedom.
# #They believe that they have a right to FORCE people to hire them,
# #rent to them, and do business with them, regardless of the feelings
# #or beliefs of the other person.
# 
# Allow me to point out that Clayton is once again unfairly lumping an
# entire class of people, as if they all have one will.  Having completely
# dived into the abyss of believing that there are no queers in the world
# who think differently from the child-molestation-advocating minority on
# soc.motss, he doesn't even notice that he's starting a sentence with
# ""They believe"" when the referent of that ""they"" is millions of people.
# ""...so few as to be irrelevant...""

If you don't want to be lumped together as a group, stop insisting
on being treated as a member of a group.

# # Force people to hire?  No.  Require people to give them a fair 
# # look?  Yes.
# 
# #You give them a fair look.  You decide that you don't want to hire
# #the guy wearing the NAMBLA T-shirt.  He files a lawsuit.  You lose.
# #Yes, such laws force you to hire homosexuals.
# 
# Pedophiles, as well?

Sexual orientation is not defined by the anti-discrimination law
that was passed last year.  Pedophilia isn't a sexual orientation?

# And, Cramer, let me describe how you'd have it, and see if this is
# accurate.  I apply for a job at a computer company.  They see I'm
# wearing some article of homosexual adornment, I dunno, maybe a
# ""Silence = Death"" pin or something.  They turn me down because of
# that.  I can't do a darned thing and have to go look somewhere else.
# Am I correct in assuming that you wholeheartedly approve of the
# company's actions, or at least that you wholeheartedly support their
# right to take that action?

I wholeheartedly support their right to take this action.  I wouldn't
do it myself, unless it was something like the NAMBLA T-shirt.

# How about:  a black man applies for a job at a bank.  The bank decides,
# based on statistics, a black person would be more likely to steal
# money, and denies the man the job.  Would you support the bank's right
# to this freedom?  If not, explain how this differs.

I support their right to do so (just like I support your right to 
engage in sodomy with consenting adults), but I think they are doing 
something wrong.  I wouldn't do business with such a bank.

# Clayton has repeatedly said that California's statutes classify
# pedophilia as a sexual orientation, and that discriminating on the
# basis of sexual orientation is illegal.
# 
# If true, I'm frankly amazed.  But I don't trust Clayton to give me
# the whole story.  Would someone clarify for me whether this is true,
# what sort of discrimination Clayton's talking about (jobs? housing?
# hate crimes?), and whether the effect of the law is really that
# a daycare has to hire an admitted pedophile.
# -- 
#  Jamie McCarthy		Internet: k044477@kzoo.edu	AppleLink: j.mccarthy

Here's the law that was passed and signed by the governor:

     The people of the State of California do enact as follows:

 1       SECTION 1.  The purpose of this act is to codify
 2  existing case law as determined in Gay Law Students v.
 3  Pacific Telephone and Telegraph, 24 Cal. 3d 458 (1979)
 4  and Soroka v. Dayton Hudson Corp., 235 Cal. App. 3d 654
 5  (1991) prohibiting discrimination based on sexual
 6  orientation.
 7       SEC. 2.  Section 1102. is added to the Labor Code, to
 8  read:
 9       1102.1.  (a) Sections 1101 and 1102 prohibit
10  discrimination or disparate treatment in any of the terms
11  and conditions of employment based on actual or
12  perceived sexual orientation.
              ^^^^^^^^^^^^^^^^^^

13       (b)  This section shall not apply to a religious
14  association or corporation not organized for private
15  profit, whether incorporated as a religious or public
16  benefit corporation.
",talk.politics.misc
"No, no, we aren't talking about receptors for the brain's sensory 
innervation, but structures such as the thalamus that handle pain
for the entire organism.  Apples and oranges.

-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",sci.med
"I was wondering if someone could point me to somewhere I could
find a list (and hopefully comparison) of all the convertibles that are
out these days. Seems like they are making a big comeback - but I'm not
sure where to look
",rec.autos
"# #Slavery makes economic sense (it NEVER makes MORAL sense) when human
# #muscle power is an economically valuable asset. Agricultural slavery might
# #have lasted right up to the first mechanical cotton reaper, but no
# #further; reapers are cheaper than slaves, and don't have to be fed during
# #the winter. 
# 
# This argument makes a several fundamental errors.  First ""agricultural""
# slavery was not limited to production of cotton.  In the American south
# slave labor was used extensively to grow tobacco, sugar, and rice, all
# of which remained labor intensive enterprises well into the 20th century.

And of course, in states like Kentucky and Virginia, not well-suited to
large-scale plantations, slave labor was used to make one of the most 
valuable agricultural products of all: more slaves.  In some ways, this
treatment of humans beings as breeding livestock is the most horrifying
aspect of American slavery.

# Second, although mechanization of cotton production could be expected to
# reduce the demands for labor eventually, it was only in the 1940's 
# the mechanization of cotton production in the South largely eliminated
# the labor intensive character of the operation, long after the ""first
# mechanical cotton reaper"" was invented.

This is an interesting question.  Steinbeck's _Grapes of Wrath_
(published in the 1930s), uses agricultural mechanization of cotton
production in Arkansas as the cause of the Joad family being evicted
from the land.  How many years were involved in the mechanization of
cotton farming?  When did this first appear?

# #Ken Mitchell       | The powers not delegated to the United States by the
# Steve Hendricks                        |  DOMAIN:  steveh@thor.ISC-BR.COM   ",talk.politics.misc
"# #  ""Abortions destructive of the fetus must be permitted, even
# #   just before birth, if they promote what the [Supreme] Court
# #   calls ``health''
# 
# Yes, Doug, we all know that Roe v. Wade prevents states from prohibiting
# abortions necessary to preserve the life or health of the woman.  Only
# very stupid people (such as yourself) confuse a discussion of mental health
# related to ""Jane Doe"", who was in a mental institution, and attempt to claim
# that this same argument could be applied to a woman who decided she wanted
# an abortion because she was having a ""bad hair day"".
# 
# As you well know, the facts are that there are about 100 third-trimester
# abortions performed in this country annually, and those are *only* done for
# *serious* health reasons.
# --
# Larry Margolis, MARGOLI@YKTVMV (Bitnet), margoli@watson.IBM.com (Internet)

Hmmm.  Human gestation period is something like 39 weeks.  That means
third trimester abortions are those done after 26 weeks.  In consulting
a 1989 World Almanac, I see that 1% of abortions in 1983 were done at 
21 weeks or more.  That's about 1268 abortions in 1983 after 21 weeks.
Unless the number of abortions performed has dropped dramatically, or
a LOT of abortions are done between 21 and 26 weeks, I think you are
wrong.

By the way, Roe v. Wade allowed states to adopt very, very broad
prohibitions on third-trimester abortions, but some states, such as
California, declined to do so.  It was reported* that what finally 
stopped third trimester elective abortions in the Bay Area wasn't law, 
but that the only hospital doing them ran out of nurses, then doctors,
willing to do them.  Not surprisingly, the bay area NOW chapter was
terribly upset about this.

I remain pro-choice, but when pro-choicers compare abortion in a
clinic to a religious ritual in a church, you have to start wondering
a bit if the pro-life criticism of abortion as modern human sacrifice
doesn't have a grain of truth to it.",talk.politics.misc
"Boy, this will be embarassing if it is trivial or an FAQ:

Given 4 points (non coplanar), how does one find the sphere, that is,
center and radius, exactly fitting those points?  I know how to do it
for a circle (from 3 points), but do not immediately see a 
straightforward way to do it in 3-D.  I have checked some
geometry books, Graphics Gems, and Farin, but am still at a loss?
Please have mercy on me and provide the solution?  

Thanks,
Ed

",comp.graphics
"


My 6 year son is so plagued.  Lots of vaseline up his nose each night seems 
to keep it under control.  But let him get bopped there, and he'll recur for 
days!  Also allergies, colds, dry air all seem to contribute.  But again, the 
vaseline, or A&D ointment, or neosporin all seem to keep them from recurring.
",sci.med
"It's not a cycle.  Free helium will escape from the atmosphere due to
its high velocity.  It won't be practical to recover it.  It has
to be mined.


-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",sci.med
"I can't find CTDS (Connect The Dots Smoother) in France. If it is a commercial
program I'll happily pay whatever it may cost (do not take it litterally).
Please help!
I have *LOTS* of PoV sources, texture images and animations though, if you
are looking for something, just tell.
",comp.graphics
"
[Excellent discussion of DC-X landing techniques by Henry deleted]


The DC-X will not take of horizontally.  It takes of vertically. 


For several reasons.  Vertical landings don't require miles of runway and limit
noise pollution.  They don't require wheels or wings.  Just turn on the engines
and touch down.  Of course, as Henry pointed out, vetical landings aren't quite
that simple.


Well, to be blunt, yes.  But at least you're learning.


The Soyuz vehicles use parachutes for the descent and then fire small rockets
just before they hit the ground.  Parachutes are, however, not especially
practical if you want to reuse something without much effort.  The landings
are also not very comfortable.  However, in the words of Georgy Grechko,
""I prefer to have bruises, not to sink.""

",sci.space
"=
=
=
=
=
=
 The only thing about the 300ZX turbo and new Supra is they're about $10K or
 more over his budget...",rec.autos
"
I'm not sure of the exact recipe, but I'm sure acidophilus is one of
the major ingredients.   :-)",sci.med
"


	They did the rollout already??!?  I am going to have to pay more
attention to the news.  Are any of the gifs headed for wuarchive??
 

Patrick

",sci.space
"
This claim was made when someone spotted training film footage spliced into
the footage of the actual spacewalk.",sci.space
"Australian Pattern Recognition Society

                         2nd CALL FOR PAPERS

                               DICTA-93

                          2nd Conference on -

         DIGITAL IMAGING COMPUTING: TECHNIQUES AND APPLICATIONS


Location: Macquarie Theatre
          Macquarie University
          Sydney

Date: 8-10 December 1993.


   DICTA-93 is the second biennial national conference of the
Australian Pattern Recognition Society.

   This event will provide an opportunity for any persons with an
interest in computer vision, digital image processing/analysis and other
aspects of pattern recognition to become informed about contemporary
developments in the area, to exchange ideas, to establish contacts and
to share details of their own work with others.

        The Following invited speakers will provide specialised
presentations:

Prof Gabor T. Herman, University of Pennsylvania on Medical Imaging.

Prof. R.M. Hodgson, Massey University New Zealand on Computer Vision.

Prof. Dominique Juelin, Centre de Morphologie Mathematique, Paris on
Mathematical Morphology.

Prof. John Richards, Aust. Defence Force Academy, Canberra on Remote
Sensing.

Dr. Phillip K. Robertson, CSIRO Division of Information Technology,
Canberra on Interactive Visualisation.


   The conference will concentrate on (but is not limited to) the
following areas of image processing:-

                * Computer Vision and Object Recognition
                * Motion Analysis
                * Morphology
                * Medical Imaging
                * Fuzzy logic and Neural Networks
                * Image Coding
                * Machine Vision and Robotics
                * Enhancement and Restoration
                * Enhancement and Restoration
                * Visualisation
                * Industrial Applications
                * Software and Hardware Tools

   Papers are sought for presentation at the conference and publication
in the conference proceedings. Submission for peer review should consist
of an extended abstract of 750-1000 words of doubled spaced text, summarizing the
technical aspects of the paper and any results that will be quoted.
Final papers should be limited to no more than 8 pages of text and
illustrations in camera-ready form.


   Four (4) copies of the abstract should be sent to:


                               DICTA-93
                          C/- Tony Adriaansen
                  CSIRO - Division of Wool Technology
                                PO Box 7
                             Ryde NSW 2112
                               Australia



                            IMPORTANT DATES

                Abstract due            - 25th June 1993
                Acceptance notified     - 27th August 1993
                Final paper due         - 15th October 1993



SOCIAL PROGRAM:

The conference dinner will be held on the Thursday 9th of December 1993.
Other social activities are being arranged.

Situated on a beautiful harbour, Sydney has many and varied places of
interest. The Opera House and Harbour Bridge are just two of the well
known landmarks. Harbour cruises, city tours to the Blue Mountains run
daily. We can provide further information on request.


ACCOMMODATION:

Accommodation within 15 min walking distance is available, ranging from
college style to 5 star Hotel facilities. Information will be supplied
upon request.


CONFERENCE FEES:

                        before 30th Sep.        After 30th Sep.
APRS Members              A$220                   A$250
APRS Student Members      A$120                   A$150
Others                    A$250                   A$280

Conference Dinner         A$35
on Dec 9th 1993


-------------------------------------------------------------
                ADVANCED REGISTRATION

Name:
Organisation:
Address

Phone:
Fax:
email:

                - I am a current Member of APRS.

                - I am not a current member of APRS.

                - Please send me information on accommodation.


I enclose a cheque for

-------------------------------------------------------------

Please send the above form to

DICTA-93
C/- Tony Adriaansen
CSIRO - Division of Wool Technology
PO Box 7
Ryde NSW 2112
Australia

The cheques should be made payable to DICTA-93.

For further information contact:
* Tony Adriaansen (02) 809 9495
* Athula Ginigie  (02) 330 2393
* email: dicta93@ee.uts.edu.au",comp.graphics
"
For the purpose of a contest, I'd bet some things could be cut.  Like fuel
for re-entry, any kind of heat shielding, etc., etc.  Even still, if the
contest participants had to fund DC-1 development, it probably wouldn't be
worth it to develop DC-1 (just for the contest).  Just give me the cheapest
heaviest lift man rated (or at least under 6 or so Gs) booster...  If I
don't have to pay for DC-1 development, great!, I'll use it.

But back to the contest goals, there was a recent article in AW&ST about a
low cost (it's all relative...) manned return to the moon.  A General
Dynamics scheme involving a Titan IV & Shuttle to lift a Centaur upper
stage, LEV, and crew capsule.  The mission consists of delivering two
unmanned payloads to the lunar surface, followed by a manned mission. 
Total cost:  US was $10-$13 billion.  Joint ESA(?)/NASA project was $6-$9
billion for the US share.

I didn't find a mention of how long the crew could stay, but I'd bet that
its  around 30 days.  And the total payload delivered was about 30 metric
tonnes.  So if you ignore the scientific payload, hitch a ride in the crew
habitation module (no return trip...), and toss in a few more tonnes for
the additional consumables to last another 11 months, then you *might* be
able to get a year visit out of 15 tonnes (and in case its not obvious,
that's a wild ass guess).  A pretty boring visit, since every trip outdoors
eats up a bit of LOX.  And I'm not certain if a home brewed (or
college-brewed) life support system could last a year.  But let's round
this up to 19.4 tonnes (convient, since the GD plan talks about 9.7 ton
payloads delivered to the lunar surface.  This adds up to two Centaurs, two
LEVs, two Shuttle flights... All to put a single man on the moon for a
year.   Hmmm.  Not really practical.  Anyone got a cheaper/better way of
delivering 15-20 tonnes to the lunar surface within the decade?  Anyone
have a more precise guess about how much a year's supply of consumables and
equipment would weigh?

And I was wondering about the GD LEV.  Is it reusable?  Or is it discarded
to burn up on return to LEO?  If its not discarded, could it be refueled? 
Henry: Do you know anything about the GD LEV?  I noted that it uses RL-10
engines.  Aren't they reusable/restartable?  Would a LEV fit in a DC-1? 
I've forgotten (if I ever knew) what the cargo bay dimensions are for the
DC-1.

All in all, I'm not certain that the single goal/prize of staying on the
moon for a year is wise and/or useful.  How about:  A prize for the first
non-government sponsered unmanned moon landing, then another for a manned
moon landing, then yet another for a system to extract consumables from
lunar soil, another for a reusable earth/moon shuttle, and so forth.  Find
some way to build civilian moonbase infrastructure...  Having a single goal
might result in a bunch of contestents giving up after one person appeared
to win.  And for those that didn't give up, I find something a little scary
about a half dozen people huddling in rickety little moon shelters.  I'd
like to see as much a reward for co-operation as for competition.

Lastly, about ten or fifteen years back I seem to recall that there was an
English space magazine that had an on-going discussion about moonbases on
the cheap.  I recalled it discussed things like how much heat the human
body produced, how much lunar material it'd need for protection from solar
flares, etc.  Unfortunately I don't remember the name of this magazine. 
Does this ring a bell to anyone?",sci.space
"Summary of thread:
A person has Crohns, raw vegetables cause problems (unspecified)
Steve Holland replies:  patient may have mild obstruction.  Avoid things
that would plug her up.  Crohn's has no dietary restriction in general.


The feeling obout this has changed in the GI community.  The current
feeling
is that inflammation is not induced by food.  There is even evidence that
patients deprived of food have mucosal atrophy due to lack of stimulation
of
intestinal growth factors.  There is now interest in providing small
amounts
of nasogastric feeding to patients on IV nutrition.  But I digress.  
Symptoms can be drastically enhanced by food, but not inflammation.


The low residue diet is appropriate for you if you still have obstructions.
Again, it is not felt that food causes inflammation.  These foods are
avoided because they may get stuck.  I'd go ahead and have the
fudge, though ;-)  .

Spencer makes an especially good point in having an observant and
informed patient.  Would that many patients be able to tell what
causes them problems.  The digestive processing idea is changing, but
if a food causes problems, avoid them.  Be sure that the foods are 
tested a second time to be sure the food is a real cause.  Crohn's
commonly causes intermittent symptoms and some patients end up with
severly restricted diets that take months to renormalize.

There was a good article in the CCFA newsletter recently that discussed
the issue of dietary restriction of fiber.  It would be worth reading
to anyone with an interest in Crohn's.

And, as I always say when dealing with Crohn's, as does Spencer, Good Luck!",sci.med
"I built it on a rs6000 (my only Motif machine) works fine.  I added some objects
into dogfight so I could get used to flying.  This was very easy. 
All in all Cool!.  
Brian
",comp.graphics
"This is generally called phimosis..usually it is due to an inflammation, and ca
n be retracted in the physician's offfice rather eaaasily.  One should see a GP
, or in complicated cases, a urologist.
",sci.med
"
Make that worldwide coverage. I know numerous people who were planning
holidays to the Florida, and have now chosen another (non-US)
destination. You expect this sort of thing, perhaps, in third world
countries - but not the US!",rec.autos
"Hi,

Can anybody suggest robust algorithms/code for computing the point of intersection
on n, 2-d lines in a plane. The data has outliers and hence a simple least squares
technique does not seem to provide satifactory results.

Please respond by e-mail and I will post the summary to the newsgroups
if there is sufficient interest.

Thanks,

Raj Talluri
Member Technical Staff
Image Understanding Branch
Texas Instruments
Central Research Labs
Dallas, Texas 75248",comp.graphics
"
Do you have Weitek's address/phone number?  I'd like to get some information
about this chip.
",comp.graphics
"Hi there,

I've made a VGA mode 13h graphics library available via FTP.  I originally
wrote the routines as a kind of exercise for myself, but perhaps someone
here will find them useful.  They are certainly useable as they are, but
are missing some higher-level functionality.  They're intended more as an
intro to mode 13h programming, a starting point.

*** The library assumes a 386 processor, but it is trivial to modify it
*** for a 286.  If enough people ask, I'll make the mods and re-post it as a
*** different version.

The routines are written in assembly (TASM) and are callable from C.  They
are fairly simple, but I've found them to be very fast (for my purposes,
anyway).  Routines are included to enter and exit mode 13h, define a
""virtual screen"", put and get pixels, put a pixmap (rectangular image with
no transparent spots), put a sprite (image with see-thru areas), copy
areas of the virtual screen into video memory, etc.  I've also included a
simple C routine to draw a line, as well as a C routine to load a 256
color GIF image into a buffer.  I also wrote a quick'n'dirty(tm) demo program
that bounces a bunch of sprites around behind three ""windows"".

The whole package is available on spang.camosun.bc.ca in /pub/dos/vgl.zip 
It is zipped with pkzip 2.04g

It is completely in the public domain, as far as I'm concerned.  Do with
it whatever you like.  However, it'd be nice to get credit where it's due,
and maybe an e-mail telling me you like it (if you don't like it don't bother)",comp.graphics
"


Depends. If you assume the existance of a working SSTO like DC, on billion
$$ would be enough to put about a quarter million pounds of stuff on the
moon. If some of that mass went to send equipment to make LOX for the
transfer vehicle, you could send a lot more. Either way, its a lot
more than needed.

This prize isn't big enough to warrent developing a SSTO, but it is
enough to do it if the vehicle exists.

  Allen
",sci.space
"
      Two institutions with absolute power.  Cute.

      Let's talk practicality, shall we?  If the Monarch tried to
do something, what would happen?
  

       But you illustrated the problem very well.


       I am contending that there is no state in the Union which does
not have ample wealth, if they choose to spend it, to run a perfectly
acceptable Education system.  (I further contend that the amount of money
being spent now is more then sufficient, but is being spent badly.)


       So, tell me Phill.  Were the Republicans also responsible for some
of the *huge* increases in social programs?  Or were they *only* 
responsible for what you don't like.  (I contend it is Congress which
is to blame.  Democrat and Republican alike.)


       Most of our worst areas are still better off than most of Europe.
In any case, we're talking about *education*.  


       Yes, I live in once such area.  You're woefully ignorant of the
situation.

       At the same time some of Tennessee's school districts are closing
down, the Governor asked for 7.5 million dollars for bicentenntial
celebration license plats.  In almost the same breath he wanted to raise
unemployment compensation and reduce taxes which paid into it.
 
       I don't know about the rest of the country, but *our* education
problems stem directly from two problems, neither of which are a lack
of money in the state.  (BTW, Tennessee is considered a ""tax heaven""
and our economy is one of the strongest in the country.  *I* see
a correlation.)  1)  What money we spend goes primarly to administration.
The average administrator makes two and a half times what the average
teacher makes, and sucks up an enormous amount of revenue.  And 2)
the Governor is making a concerted effort to create an ""Education crisis""
in order to push for his pet income tax.  Some of the most idiotic
programs get funded (like State funds for new art in the county seat)
while schools are closing.  It's not a lack of funds.  It's an
unwillingness to spend them on what is more appropriate.  Education
is *the* parental hot-button.  Education is *always* the first to
but cut, because it's easier to get people to pay for their children
than ugly art.


      It spoke very eloquently on government being based on the
consent of the governed.  


      They did it anyway.  The Continental Congress had its own set of
bylaws.  It wasn't quite a government, but a means of making decisions
had to be created.  (However low George Washington's opinion of them were.)


      Allow me again to speak heresy against the Holy Democratic Orders.
So what?  The government was built with a very non-democratic Presidency
with fairly broad powers, including the veto.


      Yes, and the Senate was intended to act as a balance to this.
Too much democracy was intentionally avoided.  It was considered a good
thing to place non-democratic blocks to impulsive action.


      So long as Congress has something to sell, people will pay for
it.  Most congressmen rake in more money than they need.


       No, if the ""progressives"" don't want the ""reactionaries"" to move
backward, they get the same benefit.  41% of the states is a *lot* of
people.  And historically laws with that sort of minority arent'
very effective, especially since it is usually geographically
concentrated.
       When wielding the Federal Big Stick I don't see why they shouldn't
have to make a better argument than, ""more people than not,"" agree.
       

       I'm not a Republican.  I'm a republican.  :-)
       
       And no, I'm neither a Democrat nor a democrat.
       
       Now, I've asked several times, and all you've done is answer
""It isn't democratic,"" which I knew before I said it.  Why *should*
it be democratic?  We don't have a true direct democracy, and few
people advocate one.  Why, then, is this other modification of
democracy to bias it against action so much worse?
",talk.politics.misc
"
I have been in the same boat as you last year. I've tried four times to
send you an email response, but your end doesn't seem to accept my mail?
Please let me know if you receive this.

Cheers Nigel",sci.med
"Hello,

Can anybody help me with the conversion of pic format files
to HPGL files. The question is as follows:

Is it possible to convert files that have been generated in the
pic preprocessor format into HPGL format, suitable for sending
to a plotter. The hardware involved is IBM RISC/6000 running AIX
3.2.3. How should this be done and what software is involved,
where is it available, what does it cost, what are the problems?

Regards,

Dani

--------------------------------
Cimad Consultants
Antwerp, Belgium
dani@cimad.be",comp.graphics
"Also remember that most people map the
sanguine/choleric/melencholic/phlegmatic division onto the extraversion
and neuroticism dimensions (Like Eysenck) and that the MBTI does not
deal with neuroticism (Costa & McCrae).",sci.med
"



The fact that she was wearing a miniskirt with no underwear was
presented as evidence that she was a prostitute, and the court
apparently found this compelling.


Clayton does indeed know the difference.  Greg apparently doesn't.



Because the judge found that there was some credible evidence that the
Marines were engaged in self-defense.  Got it, knucklehead?



Because, in part [REPEAT AFTER ME], ""the judge found that there was
some credible evidence that the Marines were engaged in self-defense"".
Hopefully, one of these days you will understand.


With respect to credibility, I would rate Clayton Cramer an order of
magnitude higher than a) the news media, and b) homosexuals.


Clayton is indeed consistent.  And so are you.",talk.politics.misc
"

So they should sue the newspaper I got it from for printing it.
The article didn't say anything about copyrights.

Louis
",comp.graphics
"------------------------------
Wrong, if a bunch of faggots from the tenderloin decide to go straight
bashing and they selectively target a heterosexual man and beat the bloody
fuck out of him, they would get charged as well under all the federal laws
that exist about violation of civils rights. The focus of their intent is
his sexual orientation, and so the law applies to them as well. The
national government retains the right to make any laws necessary to
sufficiently deter and punish any crime against someone's civil rights
until that behavior becomes so well punished that nobody even tries it!
The fact is, that at last count, gays were not beating straights for their
sexual orientation. Thus, the law is getting applied only to the straights
who indulge themselves. The federal government or judiciary has the right
to enforce the 14th amendment guarantee of equal protection under law even
if it takes 1000 possible charges against people who would violate them. Go
read your constitutional law. We broke the back of the KKK's harrassment
campaign with the same strategy in the early 1900's. So many went to jail
and for so long that it cut the heart out of the KKK. 
-RSW

----------------------------------------
This ""mutation"" as you call it, protects your little butt too, if you
happen to be somewhere where you're the wrong ""shade"" for somebody else's
taste. If it can be shown that the motive for the assault on you was
racially motivated, then the full power of these extra laws that bring more
charges and punishments will come against those who harmed you. The first
use of such laws was well over a hundred years ago, and constitutional
scholars of all conviction recognize that this right reserved to the
federal government is well established and not just some short-lived
peculiarity, too! Go read some constitutional law for awhile. Maybe you'll
get it.
-RSW

--------------------------


",talk.politics.misc
"Is there an FTP archive for United States Geological Services (USGS)
terrain data? If so, where?
",comp.graphics
"
toyota has cornered the market on ugly station wagons.
after seeing the new camry sedan, i had thought toyota would
finally turn out something nice-looking.  the new camry station
wagon bears a strong resemblance to a hearse, and a weird looking
one at that.",rec.autos
"



First I've heard of it. Offhand:

Griffin is no longer an ""office"" head, so that's bad.

On the other hand:

Regress seemed to think: we can't fund anything by Griffin, because
that would mean (and we have the lies by the old hardliners about the
$ 400 billion mars mission to prove it) that we would be buying into a
mission to Mars that would cost 400 billion. Therefore there will be
no Artemis or 20 million dollar lunar orbiter et cetera...

They were killing Griffin's main program simply because some sycophants
somewhere had Congress beleivin that to do so would simply be to buy into
the same old stuff. Sorta like not giving aid to Yeltsin because he's
a communist hardliner.

At least now the sort of reforms Griffin was trying to bring forward
won't be trapped in their own little easily contained and defunded
ghetto. That Griffin is staying in some capacity is very very very
good. And if he brings something up, noone can say ""why don't you go
back to the OSE where you belong"" (and where he couldn't even get money
for design studies).",sci.space
